t,x_uav,y_uav,z_uav,qx_uav,qy_uav,qz_uav,qw_uav,phi_uav,theta_uav,psi_uav,dx_uav,dy_uav,dz_uav,om_x_uav,om_y_uav,om_z_uav,x_gv,y_gv,z_gv,qx_gv,qy_gv,qz_gv,qw_gv,phi_gv,theta_gv,psi_gv,dx_gv,dy_gv,dz_gv,om_x_gv,om_y_gv,om_z_gv
0.0,0.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001000050002500125,1.0561383473367375e-18,0.0,-1.9999577631170031,0.0,-0.00014750175324104603,0.0,0.9999999891216164,0.0,-0.01690245592427034,0.0,3.869393138109585e-15,0.0,0.0844695417635709,0.0,-0.5899217958230193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00200010000500025,1.3546229732242453e-17,0.0,-1.9998683838610394,0.0,-0.00044247738603125225,0.0,0.9999999021068767,0.0,-0.05070417515367499,0.0,2.4376012509920785e-14,0.0,0.09428003223792376,0.0,-0.5899217958230193,0.0,1.2501250093756251e-06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0025001250062503125,0.0,0.0,0.0,0.0,6.250312515625782e-05
0.0030001500075003754,5.601412133014783e-17,0.0,-1.9997691936240525,0.0,-0.0007374529803212218,0.0,0.999999728081514,0.0,-0.08450589438306691,0.0,6.349226248913515e-14,0.0,0.10409052271227663,0.0,-0.5899217958230193,0.0,5.000500037502498e-06,1.3023437825553386e-13,0.0,0.0,0.0,3.1253125234390625e-08,0.9999999999999997,0.0,0.0,3.5813443450487893e-06,0.005000250012500625,0.0,0.0,0.0,0.0,0.00012500625031251563
0.0040002000100005,1.4608112668227758e-16,0.0,-1.9996601924060422,0.0,-0.0010324285104449415,0.0,0.9999994670455434,0.0,-0.11830761361247155,0.0,1.1923974879277166e-13,0.0,0.1139010131866295,0.0,-0.5899217958230193,0.0,1.1251125084380568e-05,9.376875234398412e-13,0.0,0.0,0.0,9.375937570317174e-08,0.9999999999999957,0.0,0.0,1.0744033035146368e-05,0.007500375018750938,0.0,0.0,0.0,0.0,0.00018750937546877346
0.005000250012500625,2.993900729828319e-16,0.0,-1.9995413802070086,0.0,-0.0013274039507364048,0.0,0.9999991189989877,0.0,-0.15210933284186348,0.0,1.8964009177647907e-13,0.0,0.12371150366098237,0.0,-0.5899217958230193,0.0,2.0002000150009578e-05,3.438187585946055e-12,0.0,0.0,0.0,1.875187514063427e-07,0.9999999999999825,0.0,0.0,2.148806607029274e-05,0.010000500025001252,0.0,0.0,0.0,0.0,0.0002500125006250313
0.006000300015000751,1.4312343034962737e-08,1.1544396300351083e-19,-1.999417792663227,5.5164717255760486e-14,-0.0016213731079840787,9.996198767431863e-12,0.9999986855737585,4.464175646340082e-12,-0.18579575361193854,1.145474268642538e-09,2.9605887162711775e-05,4.739480136769745e-16,0.12345122803621204,2.785903344331778e-10,-0.5858973215812863,3.9982443823851084e-08,3.125312523438875e-05,9.11640647788708e-12,0.0,0.0,0.0,3.1253125234390125e-07,0.9999999999999512,0.0,0.0,3.58134434504879e-05,0.012500625031251567,0.0,0.0,0.0,0.0,0.00031251562578128917
0.0070003500175008756,6.117313174136827e-08,1.9199776659341327e-18,-1.9992944653988673,2.1859715630469726e-13,-0.0019133297910653845,3.99848244143713e-11,0.9999981695828801,1.6282731826948928e-11,-0.21925157746335444,4.581900599583672e-09,6.50866702867351e-05,3.888014442311236e-15,0.12319097139367863,5.627705199944182e-10,-0.5818728473395532,7.996490524678939e-08,4.500450033751632e-05,1.9925859873095247e-11,0.0,0.0,0.0,4.6879687851584234e-07,0.9999999999998902,0.0,0.0,5.372016517573185e-05,0.015000750037501882,0.0,0.0,0.0,0.0,0.00037501875093754703
0.008000400020001,1.464366555954102e-07,9.931542454310544e-18,-1.9991713983933126,4.871757317505996e-13,-0.0022032739782075054,8.996591964812416e-11,0.9999975727889429,3.311212307919446e-11,-0.2524768043960985,1.0309287059437604e-08,0.00010640055149887815,1.3444705798635874e-14,0.12293073698899139,8.524632356797264e-10,-0.5778483730978202,1.1994738437135658e-07,6.125612545938898e-05,3.828890720712153e-11,0.0,0.0,0.0,6.563156299221562e-07,0.9999999999997846,0.0,0.0,7.52082312460246e-05,0.017500875043752195,0.0,0.0,0.0,0.0,0.0004375218760938049
0.009000450022501126,2.7591540757789316e-07,3.2011726567177506e-17,-1.999048591622726,8.577401702153805e-13,-0.0024912056486365085,1.5993952546243183e-10,0.9999968969423937,5.2632013099151635e-11,-0.2854714344101961,1.8327645327215924e-08,0.00015350574066302783,3.2627510957935294e-14,0.12267052800517814,1.1475911604472598e-09,-0.5738238988560872,1.5992988128810507e-07,8.00080006000011e-05,6.709675167723409e-11,0.0,0.0,0.0,8.750875065628262e-07,0.9999999999996171,0.0,0.0,0.00010027764166136613,0.020001000050002507,0.0,0.0,0.0,0.0,0.0005000250012500626
