t,x,y,z,qx,qy,qz,qw,phi,theta,psi,dx,dy,dz,om_x,om_y,om_z
0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0010000333344444814,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.002000066668888963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.003000100003333444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004000133337777926,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005000166672222407,2.000133340000286e-05,1.718979185765158e-12,-1.9995413954959256,1.3940957122500882e-10,-0.0015138936537017068,9.375614669994742e-08,0.9999988540623417,-2.896227856712155e-10,-0.17347950024306538,1.0743675768673494e-05,0.010000333344444645,1.8751875125006847e-09,0.0,0.0,0.0,0.0
0.006000200006666888,2.000133340000286e-05,1.718979185765158e-12,-1.9995413954959256,1.3940957122500882e-10,-0.0015138936537017068,9.375614669994742e-08,0.9999988540623417,-2.896227856712155e-10,-0.17347950024306538,1.0743675768673494e-05,0.010000333344444645,1.8751875125006847e-09,0.0,0.0,0.0,0.0
0.00700023334111137,2.000133340000286e-05,1.718979185765158e-12,-1.9995413954959256,1.3940957122500882e-10,-0.0015138936537017068,9.375614669994742e-08,0.9999988540623417,-2.896227856712155e-10,-0.17347950024306538,1.0743675768673494e-05,0.010000333344444645,1.8751875125006847e-09,0.0,0.0,0.0,0.0
0.008000266675555852,2.000133340000286e-05,1.718979185765158e-12,-1.9995413954959256,1.3940957122500882e-10,-0.0015138936537017068,9.375614669994742e-08,0.9999988540623417,-2.896227856712155e-10,-0.17347950024306538,1.0743675768673494e-05,0.010000333344444645,1.8751875125006847e-09,0.0,0.0,0.0,0.0
0.009000300010000333,2.000133340000286e-05,1.718979185765158e-12,-1.9995413954959256,1.3940957122500882e-10,-0.0015138936537017068,9.375614669994742e-08,0.9999988540623417,-2.896227856712155e-10,-0.17347950024306538,1.0743675768673494e-05,0.010000333344444645,1.8751875125006847e-09,0.0,0.0,0.0,0.0
0.010000333344444815,0.00010125675033749459,5.485106310940991e-11,-1.9989260793318813,-3.6126354230922636e-05,-0.00349171987251863,6.886848081182304e-07,0.9999939032747871,-0.004140126529202487,-0.4001224338210425,9.337419707787735e-05,0.022500750024986596,2.5315031418754046e-08,0.0,0.0,0.0,0.0
0.011000366678889296,0.00010125675033749459,5.485106310940991e-11,-1.9989260793318813,-3.6126354230922636e-05,-0.00349171987251863,6.886848081182304e-07,0.9999939032747871,-0.004140126529202487,-0.4001224338210425,9.337419707787735e-05,0.022500750024986596,2.5315031418754046e-08,0.0,0.0,0.0,0.0
0.012000400013333776,0.00010125675033749459,5.485106310940991e-11,-1.9989260793318813,-3.6126354230922636e-05,-0.00349171987251863,6.886848081182304e-07,0.9999939032747871,-0.004140126529202487,-0.4001224338210425,9.337419707787735e-05,0.022500750024986596,2.5315031418754046e-08,0.0,0.0,0.0,0.0
0.013000433347778258,0.00010125675033749459,5.485106310940991e-11,-1.9989260793318813,-3.6126354230922636e-05,-0.00349171987251863,6.886848081182304e-07,0.9999939032747871,-0.004140126529202487,-0.4001224338210425,9.337419707787735e-05,0.022500750024986596,2.5315031418754046e-08,0.0,0.0,0.0,0.0
0.01400046668222274,0.00010125675033749459,5.485106310940991e-11,-1.9989260793318813,-3.6126354230922636e-05,-0.00349171987251863,6.886848081182304e-07,0.9999939032747871,-0.004140126529202487,-0.4001224338210425,9.337419707787735e-05,0.022500750024986596,2.5315031418754046e-08,0.0,0.0,0.0,0.0
0.015000500016667221,0.0002450163341497151,3.401104499590806e-10,-1.9983172316222855,-9.884090324690743e-05,-0.005565422004871345,1.9720916581073696e-06,0.9999845080322467,-0.011328117259827115,-0.6377536510397032,0.000289035285822529,0.03500116670541529,9.954120378844433e-08,0.0,0.0,0.0,0.0
0.016000533351111703,0.0002450163341497151,3.401104499590806e-10,-1.9983172316222855,-9.884090324690743e-05,-0.005565422004871345,1.9720916581073696e-06,0.9999845080322467,-0.011328117259827115,-0.6377536510397032,0.000289035285822529,0.03500116670541529,9.954120378844433e-08,0.0,0.0,0.0,0.0
0.017000566685556183,0.0002450163341497151,3.401104499590806e-10,-1.9983172316222855,-9.884090324690743e-05,-0.005565422004871345,1.9720916581073696e-06,0.9999845080322467,-0.011328117259827115,-0.6377536510397032,0.000289035285822529,0.03500116670541529,9.954120378844433e-08,0.0,0.0,0.0,0.0
0.018000600020000666,0.0002450163341497151,3.401104499590806e-10,-1.9983172316222855,-9.884090324690743e-05,-0.005565422004871345,1.9720916581073696e-06,0.9999845080322467,-0.011328117259827115,-0.6377536510397032,0.000289035285822529,0.03500116670541529,9.954120378844433e-08,0.0,0.0,0.0,0.0
0.019000633354445146,0.0002450163341497151,3.401104499590806e-10,-1.9983172316222855,-9.884090324690743e-05,-0.005565422004871345,1.9720916581073696e-06,0.9999845080322467,-0.011328117259827115,-0.6377536510397032,0.000289035285822529,0.03500116670541529,9.954120378844433e-08,0.0,0.0,0.0,0.0
