t,u1,u2,u3,u4,Th,tau_x,tau_y,tau_z
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0010000333344444814,0.05,-0.05,0.05,-0.05,0.0,0.0,0.0,0.0
0.002000066668888963,0.05,-0.05,0.05,-0.05,0.0,0.0,0.0,0.0
0.003000100003333444,0.05,-0.05,0.05,-0.05,0.0,0.0,0.0,0.0
0.004000133337777926,0.05,-0.05,0.05,-0.05,0.0,0.0,0.0,0.0
0.005000166672222407,700.7771623481026,-704.7361239723524,704.7215492472839,-700.7918309958781,23.291253573542537,3.4731129085563443e-08,-0.023109141767966496,6.828039554910944e-06
0.006000200006666888,700.7771623481026,-704.7361239723524,704.7215492472839,-700.7918309958781,23.291253573542537,3.4731129085563443e-08,-0.023109141767966496,6.828039554910944e-06
0.00700023334111137,700.7771623481026,-704.7361239723524,704.7215492472839,-700.7918309958781,23.291253573542537,3.4731129085563443e-08,-0.023109141767966496,6.828039554910944e-06
0.008000266675555852,700.7771623481026,-704.7361239723524,704.7215492472839,-700.7918309958781,23.291253573542537,3.4731129085563443e-08,-0.023109141767966496,6.828039554910944e-06
0.009000300010000333,700.7771623481026,-704.7361239723524,704.7215492472839,-700.7918309958781,23.291253573542537,3.4731129085563443e-08,-0.023109141767966496,6.828039554910944e-06
0.010000333344444815,698.2326798189532,-707.1922564505361,707.1081919882613,-698.3179744920888,23.28908964818879,4.70878196549132e-07,-0.051993095871318375,3.9539763099442524e-05
0.011000366678889296,698.2326798189532,-707.1922564505361,707.1081919882613,-698.3179744920888,23.28908964818879,4.70878196549132e-07,-0.051993095871318375,3.9539763099442524e-05
0.012000400013333776,698.2326798189532,-707.1922564505361,707.1081919882613,-698.3179744920888,23.28908964818879,4.70878196549132e-07,-0.051993095871318375,3.9539763099442524e-05
0.013000433347778258,698.2326798189532,-707.1922564505361,707.1081919882613,-698.3179744920888,23.28908964818879,4.70878196549132e-07,-0.051993095871318375,3.9539763099442524e-05
0.01400046668222274,698.2326798189532,-707.1922564505361,707.1081919882613,-698.3179744920888,23.28908964818879,4.70878196549132e-07,-0.051993095871318375,3.9539763099442524e-05
0.015000500016667221,695.6755075861495,-709.6438768574163,709.4451481028785,-695.8788056829306,23.286953540447882,1.847767109740009e-06,-0.08064933307929766,9.384690518156544e-05
0.016000533351111703,695.6755075861495,-709.6438768574163,709.4451481028785,-695.8788056829306,23.286953540447882,1.847767109740009e-06,-0.08064933307929766,9.384690518156544e-05
0.017000566685556183,695.6755075861495,-709.6438768574163,709.4451481028785,-695.8788056829306,23.286953540447882,1.847767109740009e-06,-0.08064933307929766,9.384690518156544e-05
0.018000600020000666,695.6755075861495,-709.6438768574163,709.4451481028785,-695.8788056829306,23.286953540447882,1.847767109740009e-06,-0.08064933307929766,9.384690518156544e-05
0.019000633354445146,695.6755075861495,-709.6438768574163,709.4451481028785,-695.8788056829306,23.286953540447882,1.847767109740009e-06,-0.08064933307929766,9.384690518156544e-05
0.02000066668888963,693.1231664524944,-712.0742082629179,711.727219034659,-693.4810867657649,23.284860549605163,4.68965171604781e-06,-0.10894152453097088,0.00016452078535973295
0.02100070002333411,693.1231664524944,-712.0742082629179,711.727219034659,-693.4810867657649,23.284860549605163,4.68965171604781e-06,-0.10894152453097088,0.00016452078535973295
0.022000733357778593,693.1231664524944,-712.0742082629179,711.727219034659,-693.4810867657649,23.284860549605163,4.68965171604781e-06,-0.10894152453097088,0.00016452078535973295
0.023000766692223073,693.1231664524944,-712.0742082629179,711.727219034659,-693.4810867657649,23.284860549605163,4.68965171604781e-06,-0.10894152453097088,0.00016452078535973295
0.024000800026667553,693.1231664524944,-712.0742082629179,711.727219034659,-693.4810867657649,23.284860549605163,4.68965171604781e-06,-0.10894152453097088,0.00016452078535973295
0.025000833361112036,690.5926080420143,-714.4677676740873,713.9490272476918,-691.1321755646842,23.282834823858632,9.496313363489485e-06,-0.13673674225498983,0.0002469481304878457
0.026000866695556516,690.5926080420143,-714.4677676740873,713.9490272476918,-691.1321755646842,23.282834823858632,9.496313363489485e-06,-0.13673674225498983,0.0002469481304878457
0.027000900030001,690.5926080420143,-714.4677676740873,713.9490272476918,-691.1321755646842,23.282834823858632,9.496313363489485e-06,-0.13673674225498983,0.0002469481304878457
0.02800093336444548,690.5926080420143,-714.4677676740873,713.9490272476918,-691.1321755646842,23.282834823858632,9.496313363489485e-06,-0.13673674225498983,0.0002469481304878457
0.029000966698889963,690.5926080420143,-714.4677676740873,713.9490272476918,-691.1321755646842,23.282834823858632,9.496313363489485e-06,-0.13673674225498983,0.0002469481304878457
0.030001000033334443,688.099992237545,-716.8105499550237,716.1049152397804,-688.8401445667552,23.280909719208488,1.6737476384681254e-05,-0.16390606847477956,0.00033727895506835865
0.031001033367778926,688.099992237545,-716.8105499550237,716.1049152397804,-688.8401445667552,23.280909719208488,1.6737476384681254e-05,-0.16390606847477956,0.00033727895506835865
0.032001066702223406,688.099992237545,-716.8105499550237,716.1049152397804,-688.8401445667552,23.280909719208488,1.6737476384681254e-05,-0.16390606847477956,0.00033727895506835865
0.03300110003666789,688.099992237545,-716.8105499550237,716.1049152397804,-688.8401445667552,23.280909719208488,1.6737476384681254e-05,-0.16390606847477956,0.00033727895506835865
0.034001133371112366,688.099992237545,-716.8105499550237,716.1049152397804,-688.8401445667552,23.280909719208488,1.6737476384681254e-05,-0.16390606847477956,0.00033727895506835865
0.03500116670555685,685.6605458619449,-719.0901149343148,718.1889284677816,-686.6138089747419,23.279127978709457,2.684919068651213e-05,-0.19032518548932809,0.00043249149241526337
