t,x,y,z,qx,qy,qz,qw,phi,theta,psi,dx,dy,dz,om_x,om_y,om_z
0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001000050002500125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00200010000500025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0030001500075003754,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0040002000100005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005000250012500625,2.0002000150010002e-05,0.0,-1.999877362737207,0.0,-0.001538219017241377,-0.0,0.9999988169404277,0.0,-0.17626698482082723,0.0,0.010000500025001252,0.0,0.0,0.0,0.0,0.0
0.006000300015000751,2.0002000150010002e-05,0.0,-1.999877362737207,0.0,-0.001538219017241377,-0.0,0.9999988169404277,0.0,-0.17626698482082723,0.0,0.010000500025001252,0.0,0.0,0.0,0.0,0.0
0.0070003500175008756,2.0002000150010002e-05,0.0,-1.999877362737207,0.0,-0.001538219017241377,-0.0,0.9999988169404277,0.0,-0.17626698482082723,0.0,0.010000500025001252,0.0,0.0,0.0,0.0,0.0
0.008000400020001,2.0002000150010002e-05,0.0,-1.999877362737207,0.0,-0.001538219017241377,-0.0,0.9999988169404277,0.0,-0.17626698482082723,0.0,0.010000500025001252,0.0,0.0,0.0,0.0,0.0
0.009000450022501126,2.0002000150010002e-05,0.0,-1.999877362737207,0.0,-0.001538219017241377,-0.0,0.9999988169404277,0.0,-0.17626698482082723,0.0,0.010000500025001252,0.0,0.0,0.0,0.0,0.0
0.01000050002500125,0.00010126012575942565,0.0,-1.9996333530065755,-7.407056017859027e-26,-0.003547316844534883,2.6275339898387067e-28,0.9999937082518092,-8.488127992609645e-24,-0.4064934200934641,6.021977992342993e-26,0.02250112505625282,0.0,0.0,0.0,0.0,0.0
0.011000550027501376,0.00010126012575942565,0.0,-1.9996333530065755,-7.407056017859027e-26,-0.003547316844534883,2.6275339898387067e-28,0.9999937082518092,-8.488127992609645e-24,-0.4064934200934641,6.021977992342993e-26,0.02250112505625282,0.0,0.0,0.0,0.0,0.0
0.012000600030001501,0.00010126012575942565,0.0,-1.9996333530065755,-7.407056017859027e-26,-0.003547316844534883,2.6275339898387067e-28,0.9999937082518092,-8.488127992609645e-24,-0.4064934200934641,6.021977992342993e-26,0.02250112505625282,0.0,0.0,0.0,0.0,0.0
0.013000650032501625,0.00010126012575942565,0.0,-1.9996333530065755,-7.407056017859027e-26,-0.003547316844534883,2.6275339898387067e-28,0.9999937082518092,-8.488127992609645e-24,-0.4064934200934641,6.021977992342993e-26,0.02250112505625282,0.0,0.0,0.0,0.0,0.0
0.014000700035001751,0.00010126012575942565,0.0,-1.9996333530065755,-7.407056017859027e-26,-0.003547316844534883,2.6275339898387067e-28,0.9999937082518092,-8.488127992609645e-24,-0.4064934200934641,6.021977992342993e-26,0.02250112505625282,0.0,0.0,0.0,0.0,0.0
0.015000750037501875,0.0002450245018376225,0.0,-1.9993918613540442,-6.591870305486266e-22,-0.005653230725772575,3.726595924776518e-24,0.9999840203635063,-7.554330517743779e-20,-0.6478159730258181,8.541138192645493e-22,0.03500175008750438,0.0,0.0,0.0,0.0,0.0
0.016000800040002,0.0002450245018376225,0.0,-1.9993918613540442,-6.591870305486266e-22,-0.005653230725772575,3.726595924776518e-24,0.9999840203635063,-7.554330517743779e-20,-0.6478159730258181,8.541138192645493e-22,0.03500175008750438,0.0,0.0,0.0,0.0,0.0
0.017000850042502125,0.0002450245018376225,0.0,-1.9993918613540442,-6.591870305486266e-22,-0.005653230725772575,3.726595924776518e-24,0.9999840203635063,-7.554330517743779e-20,-0.6478159730258181,8.541138192645493e-22,0.03500175008750438,0.0,0.0,0.0,0.0,0.0
0.018000900045002252,0.0002450245018376225,0.0,-1.9993918613540442,-6.591870305486266e-22,-0.005653230725772575,3.726595924776518e-24,0.9999840203635063,-7.554330517743779e-20,-0.6478159730258181,8.541138192645493e-22,0.03500175008750438,0.0,0.0,0.0,0.0,0.0
0.019000950047502376,0.0002450245018376225,0.0,-1.9993918613540442,-6.591870305486266e-22,-0.005653230725772575,3.726595924776518e-24,0.9999840203635063,-7.554330517743779e-20,-0.6478159730258181,8.541138192645493e-22,0.03500175008750438,0.0,0.0,0.0,0.0,0.0
0.0200010000500025,0.00045129512838460063,0.0,-1.9991528649037191,-4.965525526611676e-21,-0.007855636572751873,3.900856757771685e-23,0.9999691440109724,-5.690951081897669e-19,-0.900198900876098,8.940932800702147e-21,0.047502375118755935,0.0,0.0,0.0,0.0,0.0
0.021001050052502628,0.00045129512838460063,0.0,-1.9991528649037191,-4.965525526611676e-21,-0.007855636572751873,3.900856757771685e-23,0.9999691440109724,-5.690951081897669e-19,-0.900198900876098,8.940932800702147e-21,0.047502375118755935,0.0,0.0,0.0,0.0,0.0
0.02200110005500275,0.00045129512838460063,0.0,-1.9991528649037191,-4.965525526611676e-21,-0.007855636572751873,3.900856757771685e-23,0.9999691440109724,-5.690951081897669e-19,-0.900198900876098,8.940932800702147e-21,0.047502375118755935,0.0,0.0,0.0,0.0,0.0
