t,x_uav,y_uav,z_uav,qx_uav,qy_uav,qz_uav,qw_uav,phi_uav,theta_uav,psi_uav,dx_uav,dy_uav,dz_uav,om_x_uav,om_y_uav,om_z_uav,x_gv,y_gv,z_gv,qx_gv,qy_gv,qz_gv,qw_gv,phi_gv,theta_gv,psi_gv,dx_gv,dy_gv,dz_gv,om_x_gv,om_y_gv,om_z_gv
0.0,0.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0010000333344444814,0.0,0.0,-1.9999950946730087,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00981032696072782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.002000066668888963,0.0,0.0,-1.999980378692035,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01962065392145564,0.0,0.0,0.0,1.2500833375001851e-06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.002500083336111204,0.0,0.0,0.0,0.0,3.125104170139005e-05
0.003000100003333444,0.0,0.0,-1.9999558520570786,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.029430980882183457,0.0,0.0,0.0,5.00033335000074e-06,6.511284794565009e-14,0.0,0.0,0.0,1.5626041718752316e-08,1.0,0.0,0.0,1.7906124819597173e-06,0.005000166672222408,0.0,0.0,0.0,0.0,6.25020834027801e-05
0.004000133337777926,0.0,0.0,-1.9999215147681397,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03924130784291127,0.0,0.0,0.0,1.1250750037501653e-05,4.688125052086803e-13,0.0,0.0,0.0,4.687812515625694e-08,0.999999999999999,0.0,0.0,5.371837445879153e-06,0.007500250008333613,0.0,0.0,0.0,0.0,9.375312510417017e-05
0.005000166672222407,0.0,0.0,-1.9998773668252183,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04905163480363908,0.0,0.0,0.0,2.000133340000286e-05,1.718979185765158e-12,0.0,0.0,0.0,9.375625031251377e-08,0.9999999999999957,0.0,0.0,1.0743674891758305e-05,0.010000333344444818,0.0,0.0,0.0,0.0,0.00012500416680556023
0.006000200006666888,2.692943535638005e-13,5.817456587826107e-20,-1.9998283641445451,3.524104680790499e-14,-1.6321103428302826e-07,4.98575845547177e-12,0.9999999999999867,4.038233248751727e-12,-1.870260686419012e-05,5.713258336813162e-10,1.0770763790370073e-09,2.3268386872760016e-16,0.048950459697713326,1.4096000975933277e-10,-0.000652822375660879,1.9942369055741524e-08,3.125208343750417e-05,4.557899356195472e-12,0.0,0.0,0.0,1.5626041718752253e-07,0.9999999999999879,0.0,0.0,1.790612481959717e-05,0.012500416680556023,0.0,0.0,0.0,0.0,0.00015625520850695029
0.00700023334111137,4.3083222571218474e-12,9.307708484476168e-19,-1.9997794626423502,1.409657512856037e-13,-6.528441371320697e-07,1.9943033826831646e-11,0.999999999999787,1.615199326223636e-11,-7.48104274694827e-05,2.2853033273839293e-09,8.616100852637921e-09,1.8614874499824327e-15,0.04884928459179073,2.819262755261038e-10,-0.001305644751321758,3.98847381312644e-08,4.500300015000514e-05,9.962265735684285e-12,0.0,0.0,0.0,2.343906257812826e-07,0.9999999999999727,0.0,0.0,2.6859187229395756e-05,0.015000500016667228,0.0,0.0,0.0,0.0,0.00018750625020834036
0.008000266675555852,2.1809755023945458e-11,4.712130341167596e-18,-1.999730662318634,3.171788055949859e-13,-1.468899308546733e-06,4.4871826128908334e-11,0.9999999999989213,3.6338460842191256e-11,-0.00016832346181587776,5.141932459090603e-09,2.9077618636791063e-08,6.282792975356358e-15,0.048748109485887085,4.229050533077638e-10,-0.001958467126982637,5.982710724635171e-08,6.125408353750494e-05,1.914317729602045e-11,0.0,0.0,0.0,3.281468760937928e-07,0.9999999999999462,0.0,0.0,3.7602862121154065e-05,0.01750058335277843,0.0,0.0,0.0,0.0,0.0002187572919097304
0.009000300010000333,6.892625944877024e-11,1.4893332898653362e-17,-1.9996819631733962,5.638880300056637e-13,-2.611376548525496e-06,7.977213538639977e-11,0.9999999999965905,6.459293732500614e-11,-0.00029924170990337524,9.14121319212851e-09,6.89206448743705e-08,1.4893676505357335e-14,0.04864693438004346,5.639025991117882e-10,-0.002611289502643516,7.976947642079011e-08,8.000533360000216e-05,3.3546139261596816e-11,0.0,0.0,0.0,4.3752916812505105e-07,0.9999999999999043,0.0,0.0,5.013714949487211e-05,0.020000666688889633,0.0,0.0,0.0,0.0,0.0002500083336111204
